time,FLY
1e-06,0.0
1.039122303835169e-06,0.10424419359397641
1.0797751623277093e-06,0.1254752352068148
1.122018454301963e-06,0.1320574953913199
1.1659144011798312e-06,0.13636085761762823
1.2115276586285875e-06,0.14044034340758302
1.2589254117941661e-06,0.14461577877253412
1.308177474260193e-06,0.14893716374528923
1.359356390878527e-06,0.15341544064077212
1.4125375446227554e-06,0.15805655234686805
1.4677992676220705e-06,0.16286605236134288
1.5252229565390199e-06,0.16784992417526373
1.584893192461114e-06,0.17301354453132137
1.646897865482869e-06,0.17836288918495213
1.711328304161781e-06,0.18390386049305385
1.778279410038923e-06,0.18964262497658088
1.8478497974222906e-06,0.19558555125466864
1.9201419386388013e-06,0.20173908610731917
1.9952623149688787e-06,0.2081098177641099
2.073321573485954e-06,0.21470443206954404
2.1544346900318822e-06,0.22152980982625425
2.2387211385683376e-06,0.22859289668371408
2.3263050671536237e-06,0.23590078347517102
2.417315480804101e-06,0.24346068921508812
2.5118864315095823e-06,0.25127993720735353
2.6101572156825386e-06,0.2593659560064138
2.7122725793320297e-06,0.26772627214973377
2.818382931264455e-06,0.2763684968196376
2.9286445646252375e-06,0.2853003095084945
3.043219887107722e-06,0.2945294638867407
3.162277660168379e-06,0.3040637566977299
3.285993247600654e-06,0.3139110208183054
3.414548873833601e-06,0.3240791121672032
3.548133892335753e-06,0.3345758919994801
3.6869450645195736e-06,0.34540920239760897
3.831186849557285e-06,0.35658685186308947
3.981071705534969e-06,0.3681165888242546
4.136820402388511e-06,0.38000607753971555
4.298662347082272e-06,0.3922628740069932
4.466835921509635e-06,0.40489439639990643
4.641588833612782e-06,0.4179078927746842
4.823178482239309e-06,0.4313104104181097
5.011872336272725e-06,0.445108765876873
5.207948328595465e-06,0.45930949575771096
5.411695265464638e-06,0.4739188257671726
5.623413251903491e-06,0.48894263100370244
5.843414133735175e-06,0.504386381540526
6.072021956909884e-06,0.5202551041074296
6.30957344480193e-06,0.5365533306361918
6.556418494179785e-06,0.5532850420937109
6.8129206905796085e-06,0.5704536223538448
7.079457843841373e-06,0.5880617913838224
7.356422544596421e-06,0.6061115633413664
7.644222742525994e-06,0.6246041589909839
7.943282347242822e-06,0.643539957280332
8.25404185268019e-06,0.6629184443396816
8.576958985908945e-06,0.6827381289217769
8.91250938133746e-06,0.7029964583288002
9.261187281287937e-06,0.7236897990785285
9.623506263980888e-06,0.744813331081102
1e-05,0.7663609580437452
1.0391223038351691e-05,0.7883253245617674
1.0797751623277093e-05,0.8106976294908721
1.122018454301963e-05,0.8334676496804382
1.165914401179831e-05,0.8566236488320842
1.2115276586285876e-05,0.8801523099337918
1.2589254117941661e-05,0.9040387238727594
1.3081774742601955e-05,0.9282661648898471
1.359356390878524e-05,0.952816187846792
1.4125375446227555e-05,0.9776688092663108
1.4677992676220705e-05,1.002801862255139
1.5252229565390198e-05,1.0281914412954296
1.584893192461114e-05,1.0538120937867335
1.6468978654828687e-05,1.0796360188161986
1.711328304161781e-05,1.1056338789640647
1.778279410038923e-05,1.1317744912132164
1.8478497974222908e-05,1.1580246148796305
1.9201419386388012e-05,1.1843496497399677
1.9952623149688786e-05,1.2107130413998863
2.073321573485954e-05,1.2370766322458513
2.1544346900318823e-05,1.2634008578158684
2.238721138568338e-05,1.2896447572232699
2.3263050671536287e-05,1.31576614335417
2.4173154808041014e-05,1.3417218348026954
2.5118864315095822e-05,1.3674676353632997
2.6101572156825386e-05,1.3929588512252398
2.7122725793320296e-05,1.418150191571065
2.818382931264455e-05,1.4429962782526118
2.9286445646252374e-05,1.467451718309388
3.0432198871077222e-05,1.4914715408377475
3.1622776601683795e-05,1.5150113613108378
3.2859932476006544e-05,1.5380278369734448
3.414548873833601e-05,1.5604788163088295
3.5481338923357534e-05,1.5823239720296502
3.6869450645195736e-05,1.6035247092972789
3.831186849557285e-05,1.6240450152739818
3.9810717055349695e-05,1.6438512470013666
4.1368204023885115e-05,1.6629128917060074
4.2986623470822724e-05,1.6812025925850513
4.466835921509635e-05,1.6986964806838192
4.641588833612782e-05,1.7153746181631844
4.8231784822393095e-05,1.7312209988407412
5.011872336272725e-05,1.7462238349150885
5.207948328595465e-05,1.760375796973349
5.411695265464637e-05,1.7736739521182285
5.623413251903491e-05,1.7861198859900866
5.843414133735175e-05,1.7977197058907615
6.072021956909884e-05,1.8084839730256226
6.309573444801929e-05,1.8184276118066562
6.556418494179785e-05,1.827569704853834
6.812920690579608e-05,1.835933257503596
7.079457843841373e-05,1.843544918393992
7.356422544596421e-05,1.8504346463025394
7.644222742525994e-05,1.8566353223895031
7.943282347242822e-05,1.8621823326784566
8.25404185268019e-05,1.8671131074048086
8.576958985908945e-05,1.8714666461612075
8.912509381337459e-05,1.875283028140887
9.261187281287937e-05,1.8786029055110505
9.623506263980887e-05,1.8814670396157824
0.0001,1.8839158139743197
0.0001039122303835169,1.8859887960930108
0.00010797751623277094,1.8877243365842218
0.0001122018454301963,1.8891591956845017
0.00011659144011798311,1.8903282429763715
0.00012115276586285888,1.891264199888699
