time,values
0.544,0.47955
0.545,0.47681
0.546,0.47424
0.547,0.47662
0.548,0.47809
0.549,0.47552
0.55,0.47516
0.551,0.47314
0.552,0.47461
0.553,0.47552
0.554,0.47443
0.555,0.47516
0.556,0.47589
0.557,0.47424
0.558,0.47626
0.559,0.47223
0.56,0.47443
0.561,0.47699
0.562,0.4812
0.563,0.47772
0.564,0.47479
0.565,0.4715
0.566,0.47369
0.567,0.47424
0.568,0.47571
0.569,0.4715
0.57,0.47058
0.571,0.47131
0.572,0.47424
0.573,0.47351
0.574,0.47644
0.575,0.46912
0.576,0.4715
0.577,0.47919
0.578,0.47388
0.579,0.47845
0.58,0.47827
0.581,0.47498
0.582,0.4726
0.583,0.47113
0.584,0.47662
0.585,0.47205
0.586,0.47479
0.587,0.4726
0.588,0.46948
0.589,0.4704
0.59,0.47534
0.591,0.47607
0.592,0.46838
0.593,0.47699
0.594,0.47424
0.595,0.47388
0.596,0.47351
0.597,0.4715
0.598,0.47369
0.599,0.47333
0.6,0.47699
0.601,0.47076
0.602,0.47882
0.603,0.47388
0.604,0.47205
0.605,0.47479
0.606,0.47406
0.607,0.46985
0.608,0.47351
0.609,0.46948
0.61,0.47369
0.611,0.47205
0.612,0.47552
0.613,0.47461
0.614,0.47351
0.615,0.47369
0.616,0.47864
0.617,0.47699
0.618,0.47168
0.619,0.47388
0.62,0.47662
0.621,0.46674
0.622,0.4704
0.623,0.47443
0.624,0.47095
0.625,0.47241
0.626,0.47333
0.627,0.4715
0.628,0.47772
0.629,0.47479
0.63,0.47479
0.631,0.47205
0.632,0.46875
0.633,0.47552
0.634,0.47278
0.635,0.47717
0.636,0.47479
0.637,0.47644
0.638,0.47314
0.639,0.47461
0.64,0.46967
0.641,0.47369
0.642,0.47296
0.643,0.46875
0.644,0.47168
0.645,0.47351
0.646,0.4704
0.647,0.46747
0.648,0.46765
0.649,0.4715
0.65,0.46838
0.651,0.47388
0.652,0.47498
0.653,0.47278
0.654,0.46747
0.655,0.47406
0.656,0.47223
0.657,0.46985
0.658,0.47058
0.659,0.47131
0.66,0.46893
0.661,0.47296
0.662,0.46545
0.663,0.47314
0.664,0.479
0.665,0.47058
0.666,0.4704
0.667,0.4715
0.668,0.47424
0.669,0.47406
0.67,0.47461
0.671,0.47168
0.672,0.47369
0.673,0.4715
0.674,0.46729
0.675,0.47479
0.676,0.47388
0.677,0.47516
0.678,0.47333
0.679,0.4704
0.68,0.46454
0.681,0.47534
0.682,0.46838
0.683,0.47186
0.684,0.46967
0.685,0.46765
0.686,0.47186
0.687,0.47223
0.688,0.47205
0.689,0.46875
0.69,0.47443
0.691,0.47241
0.692,0.47406
0.693,0.4715
0.694,0.46967
0.695,0.47223
0.696,0.4726
0.697,0.47333
0.698,0.4715
0.699,0.46985
0.7,0.47498
0.701,0.46985
0.702,0.47443
0.703,0.47461
0.704,0.47186
0.705,0.47131
0.706,0.46545
0.707,0.47388
0.708,0.46893
0.709,0.46838
0.71,0.47186
0.711,0.47205
0.712,0.47314
0.713,0.47241
0.714,0.46985
0.715,0.47516
0.716,0.46802
0.717,0.47314
0.718,0.4693
0.719,0.466
0.72,0.46857
0.721,0.46875
0.722,0.4693
0.723,0.47168
0.724,0.46893
0.725,0.46985
0.726,0.47095
0.727,0.47388
0.728,0.47058
0.729,0.47113
0.73,0.47113
0.731,0.47095
0.732,0.46729
0.733,0.46857
0.734,0.47937
0.735,0.47113
0.736,0.47424
0.737,0.4682
0.738,0.46802
0.739,0.46765
0.74,0.46783
0.741,0.47168
0.742,0.47076
0.743,0.47443
0.744,0.46765
0.745,0.46527
0.746,0.46875
0.747,0.46967
0.748,0.46692
0.749,0.46967
0.75,0.4693
0.751,0.46545
0.752,0.46893
0.753,0.46729
0.754,0.46783
0.755,0.46454
0.756,0.4693
0.757,0.4671
0.758,0.47113
0.759,0.4671
0.76,0.46948
0.761,0.47003
0.762,0.47223
0.763,0.46948
0.764,0.47021
0.765,0.47369
0.766,0.46948
0.767,0.46527
0.768,0.47113
0.769,0.47278
0.77,0.47131
0.771,0.4682
0.772,0.47058
0.773,0.47058
0.774,0.46216
0.775,0.46948
0.776,0.47168
0.777,0.4671
0.778,0.4704
0.779,0.47168
0.78,0.47552
0.781,0.47003
0.782,0.46527
0.783,0.46637
0.784,0.46692
0.785,0.46252
0.786,0.46765
0.787,0.46783
0.788,0.4726
0.789,0.47241
0.79,0.47168
0.791,0.47241
0.792,0.47333
0.793,0.46655
0.794,0.47003
0.795,0.46838
0.796,0.46399
0.797,0.46783
0.798,0.46234
0.799,0.46912
0.8,0.46436
0.801,0.46436
0.802,0.4693
0.803,0.46619
0.804,0.46967
0.805,0.47186
0.806,0.47168
0.807,0.47095
0.808,0.47021
0.809,0.47003
0.81,0.46912
0.811,0.4682
0.812,0.46857
0.813,0.46124
0.814,0.47131
0.815,0.47131
0.816,0.46692
0.817,0.46985
0.818,0.46729
0.819,0.47076
0.82,0.46893
0.821,0.46655
0.822,0.46362
0.823,0.46582
0.824,0.46838
0.825,0.47003
0.826,0.47021
0.827,0.46729
0.828,0.4649
0.829,0.46802
0.83,0.47168
0.831,0.47095
0.832,0.4704
0.833,0.47241
0.834,0.47205
0.835,0.46893
0.836,0.46857
0.837,0.47003
0.838,0.46619
0.839,0.47241
0.84,0.46234
0.841,0.46417
0.842,0.46783
0.843,0.46838
0.844,0.46674
0.845,0.46893
0.846,0.46472
0.847,0.46948
0.848,0.47278
0.849,0.4682
0.85,0.47021
0.851,0.46893
0.852,0.46655
0.853,0.46399
0.854,0.46509
0.855,0.47095
0.856,0.46765
0.857,0.46747
0.858,0.4671
0.859,0.4715
0.86,0.46802
0.861,0.466
0.862,0.46124
0.863,0.46564
0.864,0.46729
0.865,0.47021
0.866,0.466
0.867,0.46912
0.868,0.4726
0.869,0.4693
0.87,0.46619
0.871,0.466
0.872,0.45959
0.873,0.46747
0.874,0.46729
0.875,0.46161
0.876,0.466
0.877,0.46838
0.878,0.46674
0.879,0.46765
0.88,0.46912
0.881,0.46948
0.882,0.47021
0.883,0.4649
0.884,0.47095
0.885,0.46454
0.886,0.46454
0.887,0.466
0.888,0.46765
0.889,0.47168
0.89,0.46729
0.891,0.4693
0.892,0.4715
0.893,0.46637
0.894,0.46893
0.895,0.4693
0.896,0.46326
0.897,0.46985
0.898,0.46838
0.899,0.46985
0.9,0.46802
0.901,0.46655
0.902,0.46088
0.903,0.46472
0.904,0.46545
0.905,0.46783
0.906,0.46857
0.907,0.46509
0.908,0.47003
0.909,0.46637
0.91,0.46747
0.911,0.46234
0.912,0.46838
0.913,0.46729
0.914,0.46198
0.915,0.46655
0.916,0.466
0.917,0.46729
0.918,0.46198
0.919,0.46948
0.92,0.47205
0.921,0.47021
0.922,0.46765
0.923,0.47095
0.924,0.46051
0.925,0.46729
0.926,0.46655
0.927,0.4693
0.928,0.46619
0.929,0.46765
0.93,0.46509
0.931,0.46509
0.932,0.46893
0.933,0.46747
0.934,0.46765
0.935,0.46802
0.936,0.46838
0.937,0.47552
0.938,0.47021
0.939,0.46985
0.94,0.46472
0.941,0.46802
0.942,0.46271
0.943,0.46838
0.944,0.4649
0.945,0.46692
0.946,0.46912
0.947,0.46454
0.948,0.46948
0.949,0.4649
0.95,0.46765
0.951,0.46893
0.952,0.46527
0.953,0.4649
0.954,0.46985
0.955,0.46619
0.956,0.46161
0.957,0.46948
0.958,0.4682
0.959,0.45941
0.96,0.466
0.961,0.46802
0.962,0.47296
0.963,0.46985
0.964,0.4682
0.965,0.47369
0.966,0.46582
0.967,0.46344
0.968,0.46472
0.969,0.46399
0.97,0.46399
0.971,0.45831
0.972,0.46545
0.973,0.46838
0.974,0.46381
0.975,0.46252
0.976,0.46307
0.977,0.46326
0.978,0.46637
0.979,0.45923
0.98,0.46655
0.981,0.46838
0.982,0.46326
0.983,0.46729
0.984,0.466
0.985,0.46948
0.986,0.46765
0.987,0.4715
0.988,0.46985
0.989,0.46783
0.99,0.46967
0.991,0.47095
0.992,0.46106
0.993,0.46088
0.994,0.46674
0.995,0.46619
0.996,0.46417
0.997,0.46399
0.998,0.46234
0.999,0.46637
1.0,0.4671
2.0,0.45758
3.0,0.4574
4.0,0.45319
5.0,0.45758
6.0,0.45685
7.0,0.4552
8.0,0.45996
9.0,0.44916
10.0,0.45081
11.0,0.44788
12.0,0.45026
13.0,0.45172
14.0,0.44513
15.0,0.44568
16.0,0.44623
17.0,0.4455
18.0,0.44641
19.0,0.44183
20.0,0.44257
21.0,0.43854
22.0,0.44165
23.0,0.43286
24.0,0.43909
25.0,0.44019
26.0,0.43762
27.0,0.44385
28.0,0.4411
29.0,0.43634
30.0,0.44092
31.0,0.43982
32.0,0.43542
33.0,0.4325
34.0,0.43799
35.0,0.43689
36.0,0.43854
37.0,0.43323
38.0,0.43762
39.0,0.43066
40.0,0.43524
41.0,0.43506
42.0,0.4314
43.0,0.43396
44.0,0.42975
45.0,0.43506
46.0,0.43158
47.0,0.43195
48.0,0.4325
49.0,0.42719
50.0,0.43433
51.0,0.43268
52.0,0.42938
53.0,0.42957
54.0,0.43213
55.0,0.4281
56.0,0.42902
57.0,0.42792
58.0,0.42957
59.0,0.42993
60.0,0.42847
61.0,0.42554
62.0,0.43268
63.0,0.42517
64.0,0.42371
65.0,0.42133
66.0,0.41968
67.0,0.42462
68.0,0.4281
69.0,0.42352
70.0,0.42114
71.0,0.42535
72.0,0.42316
73.0,0.42151
74.0,0.42041
75.0,0.42352
76.0,0.41913
77.0,0.42407
78.0,0.41931
79.0,0.42352
80.0,0.4173
81.0,0.41528
82.0,0.41968
83.0,0.42737
84.0,0.42041
85.0,0.41547
86.0,0.41638
87.0,0.41895
88.0,0.41583
89.0,0.4129
90.0,0.42096
91.0,0.41016
92.0,0.4162
93.0,0.41821
94.0,0.41437
95.0,0.41364
96.0,0.41437
97.0,0.41565
98.0,0.41602
99.0,0.4151
100.0,0.41858
