10.000000	1.898300
11.000000	1.886200
12.000000	1.867900
14.000000	1.847900
17.000000	1.804900
18.000000	1.800500
19.000000	1.787100
20.000000	1.781200
22.000000	1.760200
23.000000	1.746100
24.000000	1.744400
26.000000	1.720600
28.000000	1.703100
33.000000	1.678000
37.000000	1.651400
38.000000	1.640400
42.000000	1.624700
47.000000	1.597000
50.000000	1.591600
52.000000	1.576200
53.000000	1.576900
55.000000	1.567900
56.000000	1.556900
58.000000	1.558400
59.000000	1.549300
65.000000	1.535900
69.000000	1.518100
70.000000	1.524000
71.000000	1.509900
72.000000	1.513700
73.000000	1.511200
74.000000	1.503800
77.000000	1.498400
78.000000	1.489700
80.000000	1.493000
86.000000	1.478000
87.000000	1.470200
88.000000	1.474200
91.000000	1.472700
95.000000	1.455900
97.000000	1.457900
100.000000	1.451100
