X	Series2
0	0
1E-6	122,70651027708
2E-6	46,979957899155
1,14210260047488E-5	96,1335152534951
2,08420520094975E-5	98,0965118930839
0,000115052312056985	97,9598019415927
0,000209262572104473	97,9610955493461
0,000996054002923215	97,8818018463069
0,00178284543374196	97,8450963493548
0,0025696368645607	97,8221016831455
0,00558077833689851	97,7499460368172
0,00859191980923632	97,7914556459027
0,0116030612815741	97,8767683082214
0,0146142027539119	98,0232861825159
0,0205237352331412	98,4639662879131
0,0264332677123704	99,0611850478248
0,0323428001915996	99,785747152165
0,0382523326708289	100,615738684065
0,0441618651500581	101,518532612224
0,0528556370759829	102,949286326596
0,0615494090019077	104,466431930617
0,0702431809278325	106,04056327897
0,0789369528537573	107,650102624233
0,087630724779682	109,278737783102
0,0988639003192758	111,392220218312
0,11009707585887	113,498013667422
0,121330251398463	115,587874545708
0,132563426938057	117,642078718295
0,143796602477651	119,687435056422
0,1587691044297	122,31891405946
0,173741606381749	124,892445981438
0,188714108333798	127,39443688225
0,203686610285847	129,820071962589
0,218659112237896	132,173623804631
0,240118717774579	135,417954539783
0,261578323311261	138,515884027317
0,283037928847944	141,471960572189
0,304497534384626	144,291240447475
0,325957139921308	146,978844052241
0,361841155626704	151,192922279034
0,3977251713321	155,077022464768
0,433609187037495	158,654025975678
0,469493202742891	161,945409175723
0,505377218448286	164,971372729575
0,594733804238225	171,473978490824
0,684090390028163	176,710108293748
0,773446975818101	180,908964216404
0,86280356160804	184,266639199186
0,980899344948582	187,685707389139
1,09899512828913	190,240897272097
1,21709091162967	192,123076805694
1,33518669497021	193,587109783055
1,45328247831075	194,570858099184
1,62515926096216	195,817967062677
1,79703604361356	196,690533289199
1,96891282626496	197,382420077586
2,14078960891637	197,959284670409
2,31266639156777	198,476429238816
2,5242722400866	199,050804123668
2,73587808860542	199,633731836556
2,94748393712425	200,117855695618
3,15908978564308	200,783994404412
3,3706956341619	201,012755568026
3,68114064706892	201,997677330595
3,99158565997593	202,803996162639
4,30203067288295	203,548143743972
4,61247568578996	204,421893164307
4,92292069869698	205,225864836532
5,45284716692847	206,666604151972
5,98277363515997	208,138466284492
6,51270010339147	209,62926483455
7,04262657162297	211,112028845392
7,57255303985447	212,58920672356
8,35938269082557	214,729044269998
9,14621234179667	216,787363935874
9,93304199276776	218,746956357634
10,7198716437389	220,600162932511
11,50670129471	222,348013647073
12,5000941584344	224,410981839922
13,4934870221589	226,330871832632
14,4868798858834	228,122419265661
15,4802727496078	229,805866581745
16,4736656133323	231,403969424543
17,7529744360287	233,323841475143
19,0322832587252	235,142173191912
20,3115920814216	236,849997871108
21,5909009041181	238,489931964393
22,8702097268145	240,04268107909
24,7608971452841	242,211071436162
26,6515845637537	244,239971023366
28,5422719822234	246,140001419316
30,432959400693	247,916864195518
32,3236468191626	249,579909905724
35,634899651365	252,235696187426
38,9461524835674	254,593681875694
42,2574053157698	256,684653640669
45,5686581479722	258,538521446015
48,8799109801746	260,182321778371
53,3877940555279	262,128417139559
57,8956771308811	263,788275209436
62,4035602062344	265,209596785237
66,9114432815876	266,432618435005
71,4193263569409	267,49106580318
77,3735697604567	268,683285092088
83,3278131639725	269,687724056241
89,2820565674883	270,543694933111
95,2362999710041	271,281250051256
101,19054337452	271,923396591542
110,211170082758	272,752379677464
119,231796790996	273,445808316584
128,252423499233	274,033437142489
137,273050207471	274,535706966355
146,293676915709	274,967050601371
161,879436156885	275,574607622895
177,46519539806	276,039155871067
193,050954639236	276,387105363372
208,636713880412	276,638196966485
224,222473121587	276,808405091518
255,29894463598	276,956760198793
286,375416150373	276,916057718173
317,451887664767	276,744701231664
348,52835917916	276,484267967768
379,604830693553	276,163491299948
424,044806878748	275,639535363369
468,484783063943	275,070447885329
512,924759249137	274,478537902828
557,364735434332	273,876228973648
601,804711619527	273,27168398638
667,949474731127	272,374502577186
734,094237842726	271,486854546048
800,239000954325	270,611735055361
866,383764065925	269,749808318674
932,528527177524	268,902232014095
1077,24806514095	267,094918221458
1221,96760310438	265,351501641035
1366,6871410678	263,669769683952
1511,40667903123	262,04675496925
1985,42642591015	257,113303342732
2459,44617278907	252,709604388414
2933,465919668	248,768682084579
3407,48566654692	245,236977340298
4417,77838111748	238,863268805096
5428,07109568805	233,770228875889
6438,36381025861	229,676569525597
7448,65652482918	226,391101186694
8458,94923939974	223,723391772725
9799,61573344005	220,967600609371
11140,2822274804	218,872020510357
12480,9487215207	217,284074007112
13821,615215561	216,071201184919
15162,2817096013	215,152830595529
17215,3710017848	214,146516193359
19268,4602939682	213,481746111308
21321,5495861517	213,041907758915
23374,6388783352	212,750753137175
25427,7281705187	212,557694226298
28419,2561578144	212,386762451582
31410,7841451102	212,292766820612
34402,3121324059	212,241119677317
37393,8401197017	212,212730923101
40385,3681069974	212,197132060899
45334,9905893144	212,18516269425
50284,6130716314	212,180713576342
55234,2355539484	212,179060030379
60183,8580362654	212,178445727078
65133,4805185824	212,178217613572
78604,0328745098	212,178091767052
92074,5852304371	212,17808321526
105545,137586364	212,17808263805
119015,689942292	212,178082598643
253721,213501565	212,17808259579
388426,737060838	212,178082595942
523132,260620111	212,178082595932
1000000	212,178082595932

