time,FLY
2e-05,1.295563444283585
3e-05,1.567344420428908
4e-05,1.7310503294002184
5e-05,1.829596032269241
6e-05,1.888850552563763
7e-05,1.9244150713525452
8e-05,1.945695442488107
9e-05,1.9583643326862659
0.0001,1.9658427881683442
0.00011,1.970194003317607
0.00012,1.9726624227717553
0.00013,1.973998590936099
0.00014,1.9746553537379983
0.00015,1.9749056443377262
0.00016,1.9749142077610318
0.00017,1.9747803863861688
0.00018,1.9745636950537997
0.00019,1.9743005786924517
0.0002,1.9740125324348232
0.00021,1.9737126232011013
0.00022,1.9734086155331916
0.00023,1.973105177693947
0.00024,1.9728050089659952
0.00025,1.9725105313590334
0.00026,1.9722206913251719
0.00027,1.9719379018806231
0.00028,1.9716616799236522
0.00029,1.971392112821049
0.0003,1.97112929094959
0.00031,1.970873155522817
0.00032,1.9706236820021121
0.00033,1.9703805342263112
0.00034,1.9701438749860283
0.00035,1.9699135446578449
0.00036,1.9696894193435561
0.00037,1.9694713773394794
0.00038,1.9692592838445533
0.00039,1.9690530473546612
0.0004,1.9688525567588102
0.00041,1.968657710296294
0.00042,1.9684683918806651
0.00043,1.9682845152384834
0.00044,1.968105984507691
0.00045,1.9679326887841873
0.00046,1.9677645373286679
0.00047,1.9676014327796063
0.00048,1.9674432770509778
0.00049,1.9672899722736599
0.0005,1.96714143258558
0.00051,1.966997563813201
0.00052,1.9668582783021735
0.00053,1.9667234926742898
0.00054,1.9665931254115228
0.00055,1.9664670908736204
0.00056,1.9663453097578933
0.00057,1.9662277019714387
0.00058,1.9661141838777585
0.00059,1.9660046820302142
0.0006,1.9658991205765954
0.00061,1.9657974249091335
0.00062,1.9656995214575295
0.00063,1.9656053354107585
0.00064,1.9655147967439517
0.00065,1.9654278352597
0.00066,1.9653443819445189
0.00067,1.9652643689688438
0.00068,1.9651877320209663
0.00069,1.965114405231092
0.0007,1.9650443246522462
0.00071,1.964977427745777
0.00072,1.9649136532114535
0.00073,1.9648529395913577
0.00074,1.9647952277400087
0.00075,1.9647404600643832
0.00076,1.9646885797821108
0.00077,1.9646395313056617
0.00078,1.9645932572128557
0.00079,1.9645497015303393
0.0008,1.9645088129218824
0.00081,1.9644705392471753
0.00082,1.9644348294250142
0.00083,1.9644016319448259
0.00084,1.9643708943303333
0.00085,1.964342569518241
0.00086,1.9643166093008024
0.00087,1.9642929662488942
0.00088,1.9642715936704285
0.00089,1.9642524461096311
0.0009,1.9642354791360908
0.00091,1.9642206478184625
0.00092,1.9642079083904629
0.00093,1.9641972176800595
0.00094,1.9641885330724438
0.00095,1.964181814589926
0.00096,1.964177023172524
0.00097,1.9641741171759322
0.00098,1.9641730571487426
0.00099,1.9641738042263281
0.001,1.9641763201087916
0.00101,1.9641805689303091
0.00102,1.9641865150492956
0.00103,1.964194121506674
0.00104,1.964203353048931
0.00105,1.9642141750418323
0.00106,1.9642265534598038
0.00107,1.9642404549874242
0.00108,1.9642558468474787
0.00109,1.9642726967731252
0.0011,1.9642909731196754
0.00111,1.9643106448065104
0.00112,1.9643316813070473
0.00113,1.964354052352324
0.00114,1.964377728397804
0.00115,1.964402680507947
0.00116,1.964428880152679
0.00117,1.964456299286514
0.00118,1.9644849103371975
0.00119,1.9645146864453134
0.0012,1.964545600966844
0.00121,1.9645776276877966
0.00122,1.9646107408903093
0.00123,1.9646449152839751
0.00124,1.9646801259951712
0.00125,1.964716348649054
0.00126,1.9647535597867392
0.00127,1.9647917354987483
0.00128,1.964830852614338
0.00129,1.9648708883481667
0.0013,1.9649118202910478
0.00131,1.9649536264007161
0.00132,1.964996285773529
0.00133,1.9650397776100434
0.00134,1.9650840807519179
0.00135,1.9651291748566657
0.00136,1.965175039950918
0.00137,1.9652216564242524
0.00138,1.965269005023022
0.00139,1.9653170656933927
0.0014,1.9653658202446678
0.00141,1.965415250259221
0.00142,1.9654653375859361
0.00143,1.9655160643616598
0.00144,1.965567413002681
0.00145,1.9656193673912246
0.00146,1.9656719128341262
0.00147,1.9657250317178179
0.00148,1.965778708276786
0.00149,1.9658329271014214
0.0015,1.9658876731371495
0.00151,1.9659429316835615
0.00152,1.9659986819020783
0.00153,1.966054909519705
0.00154,1.966111600669876
0.00155,1.9661687401431074
0.00156,1.9662263127985193
0.00157,1.9662843035453499
0.00158,1.9663427004275797
0.00159,1.9664015065368725
0.0016,1.9664606983205142
0.00161,1.9665202639647625
0.00162,1.9665801920529735
0.00163,1.9666404715722354
0.00164,1.9667010919200054
0.00165,1.9667620429107397
0.00166,1.966823304182287
0.00167,1.9668848578972797
0.00168,1.9669466997949816
0.00169,1.9670088178499188
0.0017,1.9670712000169503
0.00171,1.9671338342115527
0.00172,1.9671967082901058
0.00173,1.9672598100301828
0.00174,1.967323147955569
0.00175,1.9673867050231688
0.00176,1.9674504693480581
0.00177,1.967514432236514
0.00178,1.9675785853360714
0.00179,1.9676429206443475
0.0018,1.9677074305178748
0.00181,1.967772105325794
0.00182,1.9678369259226334
0.00183,1.9679018915538773
0.00184,1.9679669938402193
0.00185,1.968032224501311
0.00186,1.968097575347227
0.00187,1.9681630382699196
0.00188,1.9682286052346862
0.00189,1.968294270791932
0.0019,1.9683600288552234
0.00191,1.96842587054629
0.00192,1.968491788860765
0.00193,1.9685577769329048
0.00194,1.9686238280331028
0.00195,1.9686899355653966
